,IPO year,country,market capital,name,subsector,symbol
278,1992,UnitedStates,$199.21M,NuveenSelectTaxFreeIncomePortfolioIII,n/a,NXR
279,1999,UnitedStates,$227.42M,NuveenSeniorIncomeFund,n/a,NSL
280,2011,UnitedStates,$157.19M,NuveenShortDurationCreditOpportunitiesFund,n/a,JSD
281,2010,UnitedStates,$554.64M,NuveenTaxableMunicipalIncomeFund,n/a,NBB
282,n/a,UnitedStates,$227.55M,NuveenTax-AdvantagedDividendGrowthFund,n/a,JTD
283,2004,UnitedStates,$155.96M,NuveenTax-AdvantagedTotalReturnStrategyFund,n/a,JTA
284,1991,UnitedStates,$135.94M,NuveenTexasQualityMunicipalIncomeFund,n/a,NTX
285,1993,UnitedStates,$231.7M,NuveenVirginiaQualityMunicipalIncomeFund,n/a,NPV
286,2013,n/a,$173.01M,NuveennIntermediateDurationQualityMunicipalTermFund,n/a,NIQ
287,n/a,UnitedStates,$109.96M,NuvenMortgageOpportunityTermFund2,n/a,JMT
288,2017,UnitedStates,$69.28M,"NuverraEnvironmentalSolutions,Inc.",OilfieldServices/Equipment,NES
289,2013,UnitedStates,$1.01B,"NV5Global,Inc.",OtherConsumerServices,NVEE
290,n/a,UnitedStates,$355.02M,NVECorporation,Semiconductors,NVEC
291,2018,n/a,$4.08B,nVentElectricplc,IndustrialMachinery/Components,NVT
292,1999,UnitedStates,$84.72B,NVIDIACorporation,Semiconductors,NVDA
293,n/a,UnitedStates,$11.59B,"NVR,Inc.",Homebuilding,NVR
