,IPO year,country,market capital,name,subsector,symbol
86,2018,n/a,n/a,MegalithFinancialAcquisitionCorp.,n/a,MFAC.U
87,n/a,n/a,n/a,MegalithFinancialAcquisitionCorp.,n/a,MFAC.WS
88,n/a,UnitedStates,$210.31M,"MEIPharma,Inc.",MajorPharmaceuticals,MEIP
89,2018,UnitedStates,$729.2M,MeiraGTxHoldingsplc,Biotechnology:BiologicalProducts(NoDiagnosticSubstances),MGTX
90,n/a,HongKong,$9.08B,MelcoResorts&EntertainmentLimited,Hotels/Resorts,MLCO
91,2012,UnitedStates,$26.74M,"MelintaTherapeutics,Inc.",MajorPharmaceuticals,MLNT
92,2007,UnitedStates,$6.02B,"MellanoxTechnologies,Ltd.",Semiconductors,MLNX
93,2014,UnitedStates,$46.09M,"MelroseBancorp,Inc.",MajorBanks,MELR
94,2018,UnitedStates,$167.31M,MenloTherapeuticsInc.,MajorPharmaceuticals,MNLO
95,1997,Israel,$3.76M,MERTelemanagementSolutionsLtd.,TelecommunicationsEquipment,MTSL
96,2007,Argentina,$28.52B,"MercadoLibre,Inc.",BusinessServices,MELI
97,n/a,UnitedStates,$808.36M,MercantilBankHoldingCorporation,MajorBanks,AMTB
98,n/a,UnitedStates,$584.13M,MercantilBankHoldingCorporation,MajorBanks,AMTBB
99,1998,UnitedStates,$512.4M,MercantileBankCorporation,MajorBanks,MBWM
100,n/a,Canada,$924.12M,MercerInternationalInc.,Paper,MERC
101,2017,UnitedStates,$515.81M,MerchantsBancorp,MajorBanks,MBIN
102,n/a,UnitedStates,$54.5M,MerchantsBancorp,MajorBanks,MBINP
103,n/a,UnitedStates,$205.15B,"Merck&Company,Inc.",MajorPharmaceuticals,MRK
104,n/a,UnitedStates,$3.19B,MercuryGeneralCorporation,Property-CasualtyInsurers,MCY
105,1998,UnitedStates,$3.8B,MercurySystemsInc,ElectricalProducts,MRCY
106,n/a,UnitedStates,$2.41B,MeredithCorporation,Newspapers/Magazines,MDP
107,n/a,UnitedKingdom,$85.94M,MereoBioPharmaGroupplc,MajorPharmaceuticals,MREO
108,n/a,UnitedStates,$917.18M,"MeridianBancorp,Inc.",MajorBanks,EBSB
109,1986,UnitedStates,$480.85M,MeridianBioscienceInc.,Biotechnology:InVitro&InVivoDiagnosticSubstances,VIVO
110,2017,UnitedStates,$111.35M,MeridianCorporation,n/a,MRBK
111,n/a,UnitedStates,$2.94B,"MeritMedicalSystems,Inc.",Medical/DentalInstruments,MMSI
112,n/a,UnitedStates,$1.94B,MeritageCorporation,Homebuilding,MTH
113,n/a,UnitedStates,$1.75B,"Meritor,Inc.",AutoParts:O.E.M.,MTOR
114,n/a,UnitedStates,n/a,"MerrillLynch&Co.,Inc.",n/a,MER^K
115,n/a,UnitedStates,n/a,"MerrillLynch&Co.,Inc.6.0518%IndexPlusTrustCertificate",Finance:ConsumerServices,IPB
116,n/a,UnitedStates,n/a,"MerrillLynchDepositor,Inc.",Finance:ConsumerServices,PIY
117,2012,UnitedStates,$83.26M,"MerrimackPharmaceuticals,Inc.",MajorPharmaceuticals,MACK
118,2017,UnitedStates,$219.02M,"MersanaTherapeutics,Inc.",MajorPharmaceuticals,MRSN
119,2016,Netherlands,$315.35M,MerusN.V.,MajorPharmaceuticals,MRUS
120,2018,UnitedStates,$266.55M,"MesaAirGroup,Inc.",AirFreight/DeliveryServices,MESA
121,n/a,UnitedStates,$967.12M,"MesaLaboratories,Inc.",IndustrialMachinery/Components,MLAB
122,n/a,UnitedStates,$21.24M,MesaRoyaltyTrust,Oil&GasProduction,MTR
123,n/a,UnitedStates,$390.06M,MesabiTrust,PreciousMetals,MSB
124,2015,Australia,$497.42M,MesoblastLimited,Biotechnology:BiologicalProducts(NoDiagnosticSubstances),MESO
125,1993,UnitedStates,$1.04B,"MetaFinancialGroup,Inc.",SavingsInstitutions,CASH
126,n/a,Canada,$3.34B,MethanexCorporation,MajorChemicals,MEOH
127,n/a,UnitedStates,$979.04M,"MethodeElectronics,Inc.",ElectricalProducts,MEI
128,2000,UnitedStates,$45B,"MetLife,Inc.",LifeInsurance,MET
129,n/a,UnitedStates,n/a,"MetLife,Inc.",n/a,MET^A
130,n/a,UnitedStates,n/a,"MetLife,Inc.",n/a,MET^E
131,2017,n/a,$337.91M,MetropolitanBankHoldingCorp.,MajorBanks,MCB
