,IPO year,country,market capital,name,subsector,symbol
315,n/a,UnitedStates,$985.93M,"StandardMotorProducts,Inc.",AutoParts:O.E.M.,SMP
316,n/a,UnitedStates,$837.88M,StandexInternationalCorporation,IndustrialMachinery/Components,SXI
317,n/a,UnitedStates,n/a,"StanleyBlack&Decker,Inc.",IndustrialMachinery/Components,SWJ
318,n/a,UnitedStates,$19.86B,"StanleyBlack&Decker,Inc.",IndustrialMachinery/Components,SWK
319,n/a,UnitedStates,n/a,"StanleyBlack&Decker,Inc.",IndustrialMachinery/Components,SWP
320,n/a,Canada,$2.59B,StantecInc,Military/Government/Technical,STN
321,n/a,Greece,$699.14M,StarBulkCarriersCorp.,MarineTransportation,SBLK
322,n/a,Greece,n/a,StarBulkCarriersCorp.,MarineTransportation,SBLKZ
323,n/a,UnitedStates,$492.79M,"StarGroup,L.P.",OtherSpecialtyStores,SGU
324,1992,UnitedStates,$92.26B,StarbucksCorporation,Restaurants,SBUX
325,1997,UnitedStates,$320.27M,"StarTek,Inc.",ProfessionalServices,SRT
326,2009,UnitedStates,$6.24B,"STARWOODPROPERTYTRUST,INC.",RealEstateInvestmentTrusts,STWD
327,1991,UnitedStates,$1.5B,StateAutoFinancialCorporation,Property-CasualtyInsurers,STFC
328,n/a,UnitedStates,$21B,StateStreetCorporation,MajorBanks,STT
329,n/a,UnitedStates,n/a,StateStreetCorporation,n/a,STT^C
330,n/a,UnitedStates,n/a,StateStreetCorporation,n/a,STT^D
331,n/a,UnitedStates,n/a,StateStreetCorporation,n/a,STT^E
332,n/a,UnitedStates,n/a,StateStreetCorporation,n/a,STT^G
333,2019,UnitedStates,$439.13M,StealthBioTherapeuticsCorp.,MajorPharmaceuticals,MITO
334,2005,Greece,$138.43M,"StealthGas,Inc.",MarineTransportation,GASS
335,n/a,UnitedStates,$114.94M,"SteelConnect,Inc.",BusinessServices,STCN
336,1996,UnitedStates,$5.68B,"SteelDynamics,Inc.",Steel/IronOre,STLD
337,n/a,UnitedStates,$343.93M,SteelPartnersHoldingsLP,IndustrialSpecialties,SPLP
338,n/a,UnitedStates,n/a,SteelPartnersHoldingsLP,n/a,SPLP^A
339,1998,UnitedStates,$1.91B,SteelcaseInc.,OfficeEquipment/Supplies/Services,SCS
